Timestamp,Logo,Website Address,,Source Name,Datasets_Available,Short Site Description,Category(s)- all that apply,Keywords (optional),Link to Data Use Agreement,Link to Dataset Source Page,Type of Datasets,Geography,Time,Price,Formats,General Category,Sub Category,Logo Link,Other - add any notes,Form Filler
6/3/2024 20:28:18,https://drive.google.com/open?id=1Mp1-uJ6Z1f0VMQA9VturkSQ3KMceaIM7,https://data.gov.in/,,Data.gov.in,"625,275","The Objective of Open Government Data Platform India is to facilitate the access to Government owned shareable data and information in both human readable and machine readable forms in a proactive and periodically updatable manner, within the framework of various related policies, Acts and Rules of Government of India, thereby promoting wider accessibility and application of government owned data and unlocking the potential of data for national development.","Census Data, Cyber Security, Education, Environmental, Farming, Financial, Food Supply, Government - Federal, Government - State, Government - city/county, Healthcare, Legal, Manufacturing, Public Data, Technology, Water, Transportation, Home Affairs and Enforcement, Animal Husbandry, Economy, Industries, Tourism and travel, infrastructure, labour and employment, art and culture, rural, Commerce, information and communications, urban, youth and sport, social development, Mining, information and Broadcasting, Biotechnology,  Defence, housing,  Judiciary, Foreign Affairs. ",,https://data.gov.in/sites/default/files/Gazette_Notification_OGDL.pdf,https://data.gov.in/resources,Fixed (typical),"Asia, India",Both - most common,Free,"API, CSV, JSON, XML, XLS, ODS, ZIP",Country Data,India,https://data.gov.in/,,
6/3/2024 21:02:51,https://drive.google.com/open?id=16uQBnHsSY3z0J5YAxiWJsTrb4TewzI84,https://www.scb.se/en/,,SCB,"2,000","Our main task is to supply users and customers with statistics for decision making, debate and research. We do this mainly through assignments from the government and other government agencies. We also have customers from the private sector and among researchers.","Census Data, Consumer, Education, Energy, Environmental, Farming, Financial, Government - Federal, Government - State, Government - city/county, Healthcare, Life Science, Manufacturing, Public Data, Transportation, University, population, international investment position, business, household finance, public finance, culture, democracy, judicial system, labour market, social insurance and service, trade, national accounts.  ",,https://creativecommons.org/licenses/by/4.0/deed.en,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/,Fixed (typical),"Europe, Sweden",Both - most common,Free,"API, PDF, PX",Country Data,Sweden,https://www.scb.se/en/,,
6/4/2024 15:08:38,https://drive.google.com/open?id=1P9hVxJO2Wj0_jtZEaSmUdVrJu1X_Mirh,https://www.ninjacat.io/,,NinjaCat,150000,"NinjaCat is a digital marketing performance management platform built for agencies, media companies, and brands. Powered by the industry’s most transformational data model for multi-channel digital marketing performance analytics, the NinjaCat platform connects all your marketing data into a single source of truth.","Advertising, Consumer, Media and Entertainment, Technology","Marketing, Analytics, Advertising, Reporting, Data Management, Media, Performance ",https://www.ninjacat.io/legal/ninjacat-terms-of-use,https://www.ninjacat.io/marketing-performance-management-platform/marketing-data-management,Subscription Service,Global,Both - most common,Subscription,"API, CSV, PDF, Excel",Service Provider,Marketing Analytics,,"Links are a tad iffy, it is all based on the subscription (also, I thought I did this before, but its not showing up on the doc for me, so we may get duplicates)",Karina
6/3/2024 21:34:18,https://drive.google.com/open?id=1qR9CRJMJDya2g_J1l0yewTzDMYF3bd1D,https://data.norge.no/,,Feelas,"1,668","The National Data Catalog – data.norge.no is the public website providing an overview of descriptions of datasets, concepts, APIs and information models. The content is supplied by various establishments, both public and private. The Digitalization Agency is responsible for the operation and development of the website.","Census Data, Climate, Education, Energy, Environmental, Farming, Financial, Food Supply, Government - Federal, Government - State, Government - city/county, Healthcare, Legal, Public Data, Pubic Sector, Technology, Transportation, University, Family and children, business, building and property, work, democracy and citizens rights, culture and sports, civil protection and emergency planning, international issues.",,https://data.norge.no/nlod/no,https://data.norge.no/datasets,"Fixed (typical), Unknown","Europe, Norway",Both - most common,Free,"CSV, PDF, JSON, RDF, Text, XML, octet-stream, tiff, zip, html, javascript, turtle, yaml, plain, GDB, GML, SQL, WMS, GEOJSON, SHP, KML, PPTX, JPEG, GPKG, KMZ",Country Data,Norway,https://data.norge.no/,,
6/3/2024 22:03:17,https://drive.google.com/open?id=1P7kgqF6qZ7v2iCFB13IPIIhX4AP_1Zab,https://data.census.gov/,,US Census Data,"2,500,000","Data.census.gov is the new platform to access demographic and economic data from the U.S. Census Bureau. The vision for data.census.gov is to improve the customer experience by making data available from one centralized place so that data users spend less time searching for data and content, and more time using it.","Census Data, Consumer, Education, Financial, Government - Federal, Government - State, Government - city/county, Healthcare, Life Science, Private Business, University, business and economy, employment, housing, population and people, race and ethnicity, industries.",,https://www.census.gov/about/adrm/linkage/about/authority.html,https://data.census.gov/table/ACSST1Y2022.S0101,Fixed (typical),"North America, United States",Both - most common,Free,"CSV, PDF, Excel, ZIP.",Country Data,United States,https://data.census.gov/,,
6/3/2024 22:33:46,https://drive.google.com/open?id=1XPZUnB8vlBOpiAQYkDXV4K_opG2cVWOe,https://electionlab.mit.edu/,,MIT,27,"By applying scientific principles to how elections are studied and administered, MEDSL aims to improve the democratic experience for all U.S. voters. Our lab is a clearinghouse for data sets that can fuel studies on elections and how they're conducted. Find election data and research tools produced by us and others.","Public Data, Election votes","vote, election",https://creativecommons.org/publicdomain/zero/1.0/,https://electionlab.mit.edu/data#data,Fixed (typical),"North America, United States",Both - most common,Free,"CSV, PDF, Text, tab","University, College",Election,https://electionlab.mit.edu/,,
6/4/2024 10:15:03,https://drive.google.com/open?id=1cjIq4OwzzzSj5cZ2PQ3_rW8lWpuQD0Fc,https://www.ncei.noaa.gov/,,NOAA National Center for Environmental Info,19,"NCEI provides environmental data, products, and services covering the depths of the ocean to the surface of the sun to drive resilience, prosperity, and equity for current and future generations.","Climate, Weather, Marine","climate, weather",https://nosc.noaa.gov/EDMC/documents/EDMC-DataAccess-PD.v1.0.pdf,https://www.ncdc.noaa.gov/cdo-web/datasets,Fixed (typical),"Global, North America, United States",Both - most common,Free,"CSV, PDF, ASCII text, IMMA, TSV, KMZ, ArcGIS, ZIP",Government,Weather/Climate,https://www.ncei.noaa.gov/,,Caitlin
6/4/2024 10:40:58,https://drive.google.com/open?id=1bp29xm39Yow1rvZgRba241WZjXqbucoD,https://www.federalreserve.gov/default.htm,,Federal Reserve,31,"The Federal Reserve, the central bank of the United States,  provides the nation with a safe, flexible, and stable monetary and financial system.","Consumer, Financial, Government - Federal, Bank, Monetary, Asset and Liabilities.","Bank, Monetary, Asset and Liabilities, Finance.",https://www.federalreserve.gov/website-linking-policies.htm,https://www.federalreserve.gov/data.htm,Fixed (typical),"North America, United States",Both - most common,Free,"CSV, XML, Excel",Government,Financial,https://www.federalreserve.gov/default.htm,,Caitlin
6/4/2024 11:02:14,https://drive.google.com/open?id=1YIJhvVqCzed_QP2JmCFrgkCtnEWimPv2,https://www.bea.gov/,,Bureau of Economic Analysis,42,"The U.S. Bureau of Economic Analysis is your source of accurate and objective data about the nation's economy. The Bureau of Economic Analysis (BEA) promotes a better understanding of the U.S. economy by providing the most timely, relevant, and accurate economic accounts data in an objective and cost-effective manner.","Consumer, Financial, Government - Federal, Income, industries, international trade and investment, prices and inflation, Assets, employment. ",,https://www.bea.gov/about/policies-and-information/privacy,https://www.bea.gov/index.php/data,Fixed (typical),"North America, United States",Both - most common,Free,"CSV, ASCII, HTML",Government,Financial,https://www.bea.gov/,,Caitlin
6/4/2024 11:13:17,https://drive.google.com/open?id=1fg6uzSjfhzbCF6QS4mJ9JlyB-qC_7MX1,https://www.explorium.ai/,,Explorium,1000,Offers tons of data through API,"Geospatial, Private Business",,,https://www.explorium.ai/data-catalog/,Custom Built,Global,Both - most common,Subscription,,Service Provider,,https://www.explorium.ai/wp-content/uploads/2022/07/Logo-desktop-1.svg,service provider that uses data analytics with large datasets to help businesses,Sam
6/4/2024 11:27:51,https://drive.google.com/open?id=1qRWeCXFbPGE77wrudU8kencJ2Drhi5bK,https://www.thomsonreuters.com/en.html,,Thomson Reuters,"10,000",Thomson Reuters is an AI and technology company empowering professionals with trusted content and workflow automation to know now and navigate what’s next,"Legal, Private Business",,,,Custom Built,Global,Both - most common,Subscription,,Service Provider,,,Service provider that offers data and data solutions,Sam
6/4/2024 11:35:23,https://drive.google.com/open?id=18VRrjRt4ukYWXjb1-E7OWZPdU-GRxAoY,https://www.mineralanswers.com/,,MineralAnswers,5000,"MineralAnswers.com is the only single-platform solution that handles everything: payments (check, ACH, wire), print & mail, statement hosting, identity, owner relations and a self-service owner experience.",Energy,,,,Custom Built,Global,Both - most common,Subscription,"CDEX, XLXS, JIB",Service Provider,,,Service provider that provides datasets along with other services,Sam
6/4/2024 11:44:40,https://drive.google.com/open?id=1axVF3x5-rfa6NM9LmiWe821OZ_DfhSlT,https://www.worldbank.org/en/home,,The World Bank,86,"DataBank is an analysis and visualisation tool that contains collections of time series data on a variety of topics. You can create your own queries; generate tables, charts, and maps; and easily save, embed, and share them.","Climate, Education, Energy, Environmental, Farming, Financial, Aid effectiveness, rural development, Mining.",,https://creativecommons.org/licenses/by/4.0/deed.en,https://databank.worldbank.org/,Fixed (typical),Global,Both - most common,Free,"CSV, Excel, TXT, SDMX",Government,Financial,https://www.worldbank.org/en/home,,Caitlin
6/4/2024 11:46:46,https://drive.google.com/open?id=1IK2IYEtKIKT9AGvlJ_zT7UnQa9SGfvTU,https://coresignal.com/,,Coresignal,1000,"Use fresh business data records from multiple sources with hundreds of data points. Our datasets cover all essential aspects of information about companies, professionals, and jobs.",Private Business,,,,Custom Built,Global,Both - most common,Subscription,,Service Provider,,https://cdn.prod.website-files.com/65cdf74a7bd27bfabec90175/65e9de9120d15827931aa032_Cosi%20logo.svg,Service Provider that uses API to give access to data,Sam
6/4/2024 11:53:36,https://drive.google.com/open?id=1hM-rk0R44OQFaRgl8jc3aUp7bzQD0PfM,https://www.thetradedesk.com/us,,theTradeDesk,5000,"Our self-serve, transparent software helps advertisers use the best available data to reach audiences on the open internet at every stage of the funnel — from awareness to engagement to conversion.","Advertising, Media and Entertainment","Digital advertising, audience targeting, consumer behavior, omnichannel, ",https://www.thetradedesk.com/us/privacy,,Custom Built,Global,Current Data,Subscription,API,Service Provider,Marketing ,,,Sedonna
6/4/2024 12:04:59,https://drive.google.com/open?id=1wTdBzKo_e36j04zGOlJk2nXtN1Uzj3U9,https://www.enigma.com/,,enigma,25000,"Comprehensive data about the identity and financial health of millions of small and medium businesses. Companies use Enigma’s data to power sales & marketing, onboarding, and risk monitoring.",Private Business,,,,Custom Built,Global,Both - most common,Subscription,,Service Provider,,https://assets-global.website-files.com/64de662ff5e68c57571c3503/64de662ff5e68c57571c3561_logo-enigma.svg,Service provider that gives access to data through APIs,Sam
6/4/2024 12:08:03,https://drive.google.com/open?id=1XsPzIke8hM97VDwG1cArFnDEjcQyvq_f,https://alliantinsight.com/,,Alliant ,18000,"Provide brands and their partners with innovative data solutions that improve marketing performance for profitable growth.
","Advertising, Consumer","business data, consumer data, audience optimization, marketing ",https://alliantinsight.com/terms-of-use/,,"Subscription Service, Custom Built",Global,Current Data,Subscription,API,Service Provider,Marketing ,https://alliantinsight.com/wp-content/uploads/2020/10/Logo-1.svg,,Sedonna
